timestamp_ms,pass_id,row_index,x_m,y_m,zone_id,target_rate_kg_ha,target_mass_g_min,strategy_opening_mm,target_speed_r_min,selected_model,domain_status,status
4000,1,1,6.666666666666665,0.0,B,620.0,3720.0000744,35.0,38.260581970214844,inverse_KAN,in_domain,ok
4000,1,2,6.666666666666665,0.6,B,620.0,3720.0000744,35.0,38.260581970214844,inverse_KAN,in_domain,ok
4000,1,3,6.666666666666665,1.2,B,620.0,3720.0000744,35.0,38.260581970214844,inverse_KAN,in_domain,ok
4000,1,4,6.666666666666665,1.8,B,620.0,3720.0000744,35.0,38.260581970214844,inverse_KAN,in_domain,ok
4000,1,5,6.666666666666665,2.4,B,620.0,3720.0000744,35.0,38.260581970214844,inverse_KAN,in_domain,ok
4000,1,6,6.666666666666665,3.0,B,620.0,3720.0000744,35.0,38.260581970214844,inverse_KAN,in_domain,ok
4200,1,1,6.999999999999998,0.0,B,620.0,3720.0000744,35.0,38.260581970214844,inverse_KAN,in_domain,ok
4200,1,2,6.999999999999998,0.6,B,620.0,3720.0000744,35.0,38.260581970214844,inverse_KAN,in_domain,ok
4200,1,3,6.999999999999998,1.2,B,620.0,3720.0000744,35.0,38.260581970214844,inverse_KAN,in_domain,ok
4200,1,4,6.999999999999998,1.8,B,620.0,3720.0000744,35.0,38.260581970214844,inverse_KAN,in_domain,ok
4200,1,5,6.999999999999998,2.4,B,620.0,3720.0000744,35.0,38.260581970214844,inverse_KAN,in_domain,ok
4200,1,6,6.999999999999998,3.0,B,620.0,3720.0000744,35.0,38.260581970214844,inverse_KAN,in_domain,ok
4400,1,1,7.333333333333331,0.0,B,620.0,3720.0000744,35.0,38.260581970214844,inverse_KAN,in_domain,ok
4400,1,2,7.333333333333331,0.6,B,620.0,3720.0000744,35.0,38.260581970214844,inverse_KAN,in_domain,ok
4400,1,3,7.333333333333331,1.2,B,620.0,3720.0000744,35.0,38.260581970214844,inverse_KAN,in_domain,ok
4400,1,4,7.333333333333331,1.8,B,620.0,3720.0000744,35.0,38.260581970214844,inverse_KAN,in_domain,ok
4400,1,5,7.333333333333331,2.4,B,620.0,3720.0000744,35.0,38.260581970214844,inverse_KAN,in_domain,ok
4400,1,6,7.333333333333331,3.0,B,620.0,3720.0000744,35.0,38.260581970214844,inverse_KAN,in_domain,ok
4600,1,1,7.666666666666664,0.0,B,620.0,3720.0000744,35.0,38.260581970214844,inverse_KAN,in_domain,ok
4600,1,2,7.666666666666664,0.6,B,620.0,3720.0000744,35.0,38.260581970214844,inverse_KAN,in_domain,ok
4600,1,3,7.666666666666664,1.2,B,620.0,3720.0000744,35.0,38.260581970214844,inverse_KAN,in_domain,ok
4600,1,4,7.666666666666664,1.8,B,620.0,3720.0000744,35.0,38.260581970214844,inverse_KAN,in_domain,ok
4600,1,5,7.666666666666664,2.4,B,620.0,3720.0000744,35.0,38.260581970214844,inverse_KAN,in_domain,ok
4600,1,6,7.666666666666664,3.0,B,620.0,3720.0000744,35.0,38.260581970214844,inverse_KAN,in_domain,ok
4800,1,1,7.999999999999997,0.0,B,620.0,3720.0000744,35.0,38.260581970214844,inverse_KAN,in_domain,ok
4800,1,2,7.999999999999997,0.6,B,620.0,3720.0000744,35.0,38.260581970214844,inverse_KAN,in_domain,ok
